in:Building Type,in:Plot type,in:Building Depth,in:Building Length/m,in:Orientation,in:GlzRatio,out:surface to area ratio,out:Building height,out:Area of Quality View/m2,out:Helpful solar radiation/kWh,out:Hamrful solar radiation/kWh,out:Net solar radiation/kWh,out:Privacy Factor,out:Worst 10% Hamrful solar intensitykWh/m2,out:Public Area Sunlight hours,img
Row Buildings,Two,Double load,9.6,180,0.4,0.595016,32.716353,3161,366482,84740,281742,451222,5,68036.5,BuildingType1_MinimumPlotwidthm42_BuildingDepthm17.6_BuildingLengthm9.6_Orientation360_GlzRatio0.4_4.png
Row Buildings,Three,Double load,9.6,180,0.4,0.69006,35.478703,3095,381535,88131,293404,469666,4,69980.4,BuildingType1_MinimumPlotwidthm36_BuildingDepthm17.6_BuildingLengthm9.6_Orientation360_GlzRatio0.4_4.png
Row Buildings,Four,Double load,9.6,180,0.4,0.812386,23.088003,2016,268073,63768,204305,331841,1,64148.7,BuildingType1_MinimumPlotwidthm21_BuildingDepthm17.6_BuildingLengthm9.6_Orientation360_GlzRatio0.4_4.png
Row Buildings,One,Single load,9.6,0,0.5,0.764002,111.895685,8680,1.05E+06,200133,849867,1250133,7,89419.4,BuildingType1_MinimumPlotwidthm43_BuildingDepthm9.6_BuildingLengthm9.6_Orientation0_GlzRatio0.5_4.png
Row Buildings,Two,Single load,9.6,0,0.5,0.811518,57.447842,7511,809154,179915,629239,989069,5,68036.5,BuildingType1_MinimumPlotwidthm42_BuildingDepthm9.6_BuildingLengthm9.6_Orientation0_GlzRatio0.5_4.png
Row Buildings,Three,Single load,9.6,0,0.5,0.919642,62.544364,7416,834430,177716,656714,1012146,5,71924.3,BuildingType1_MinimumPlotwidthm36_BuildingDepthm9.6_BuildingLengthm9.6_Orientation0_GlzRatio0.5_4.png
Row Buildings,Four,Single load,9.6,0,0.5,1.02185,34.753692,3888,581183,138665,442518,719848,3,58317,BuildingType1_MinimumPlotwidthm21_BuildingDepthm9.6_BuildingLengthm9.6_Orientation0_GlzRatio0.5_4.png
Row Buildings,One,Double load,9.6,0,0.5,0.5062,62.397646,5228,579779,115602,464177,695381,6,87475.5,BuildingType1_MinimumPlotwidthm43_BuildingDepthm17.6_BuildingLengthm9.6_Orientation0_GlzRatio0.5_4.png
Row Buildings,Two,Double load,9.6,0,0.5,0.5946,32.698823,4097,459463,106784,352679,566247,5,68036.5,BuildingType1_MinimumPlotwidthm42_BuildingDepthm17.6_BuildingLengthm9.6_Orientation0_GlzRatio0.5_4.png
Row Buildings,Three,Double load,9.6,0,0.5,0.69006,35.478744,3931,470654,109023,361631,579677,4,69980.4,BuildingType1_MinimumPlotwidthm36_BuildingDepthm17.6_BuildingLengthm9.6_Orientation0_GlzRatio0.5_4.png
Row Buildings,Four,Double load,9.6,0,0.5,0.812286,23.088003,2539,325367,77125,248242,402492,1,64148.7,BuildingType1_MinimumPlotwidthm21_BuildingDepthm17.6_BuildingLengthm9.6_Orientation0_GlzRatio0.5_4.png
Row Buildings,One,Single load,9.6,15,0.5,0.759466,108.188894,8707,1.09E+06,193043,896957,1283043,6,89419.4,BuildingType1_MinimumPlotwidthm43_BuildingDepthm9.6_BuildingLengthm9.6_Orientation30_GlzRatio0.5_4.png
Row Buildings,Two,Single load,9.6,15,0.5,0.922228,68.140262,8756,983506,203077,780429,1186583,5,71924.3,BuildingType1_MinimumPlotwidthm42_BuildingDepthm9.6_BuildingLengthm9.6_Orientation30_GlzRatio0.5_4.png
Row Buildings,Three,Single load,9.6,15,0.5,0.91496,60.517484,7029,832588,171294,661294,1003882,4,71924.3,BuildingType1_MinimumPlotwidthm36_BuildingDepthm9.6_BuildingLengthm9.6_Orientation30_GlzRatio0.5_4.png
Row Buildings,Four,Single load,9.6,15,0.5,1.034012,36.814316,4242,608608,140272,468336,748880,2,62204.8,BuildingType1_MinimumPlotwidthm21_BuildingDepthm9.6_BuildingLengthm9.6_Orientation30_GlzRatio0.5_4.png
Row Buildings,One,Double load,9.6,15,0.5,0.504392,60.37576,5272,604147,112069,492078,716216,6,85531.6,BuildingType1_MinimumPlotwidthm43_BuildingDepthm17.6_BuildingLengthm9.6_Orientation30_GlzRatio0.5_4.png
Row Buildings,Two,Double load,9.6,15,0.5,0.604234,35.30738,4227,503055,111483,391572,614538,5,69980.4,BuildingType1_MinimumPlotwidthm42_BuildingDepthm17.6_BuildingLengthm9.6_Orientation30_GlzRatio0.5_4.png
Row Buildings,Three,Double load,9.6,15,0.5,0.705102,34.373173,4226,499893,111138,388755,611031,4,69980.4,BuildingType1_MinimumPlotwidthm36_BuildingDepthm17.6_BuildingLengthm9.6_Orientation30_GlzRatio0.5_4.png
Row Buildings,Four,Double load,9.6,15,0.5,0.862074,25.071629,2905,387513,90121,297392,477634,1,64148.7,BuildingType1_MinimumPlotwidthm21_BuildingDepthm17.6_BuildingLengthm9.6_Orientation30_GlzRatio0.5_4.png
Row Buildings,One,Single load,9.6,30,0.5,0.77267,97.398045,8809,1.10E+06,180839,919161,1280839,7,93307.2,BuildingType1_MinimumPlotwidthm43_BuildingDepthm9.6_BuildingLengthm9.6_Orientation60_GlzRatio0.5_4.png
Row Buildings,Two,Single load,9.6,30,0.5,0.886614,74.228777,8326,983886,186831,797055,1170717,5,79699.9,BuildingType1_MinimumPlotwidthm42_BuildingDepthm9.6_BuildingLengthm9.6_Orientation60_GlzRatio0.5_4.png
Row Buildings,Three,Single load,9.6,30,0.5,0.909008,54.721019,6764,790608,157948,632660,948556,4,73868.2,BuildingType1_MinimumPlotwidthm36_BuildingDepthm9.6_BuildingLengthm9.6_Orientation60_GlzRatio0.5_4.png
Row Buildings,Four,Single load,9.6,30,0.5,1.115858,45.448189,6056,706410,154097,552313,860507,2,64148.7,BuildingType1_MinimumPlotwidthm21_BuildingDepthm9.6_BuildingLengthm9.6_Orientation60_GlzRatio0.5_4.png
Row Buildings,One,Double load,9.6,30,0.5,0.503244,55.038779,5214,581246,102208,479038,683454,6,89419.4,BuildingType1_MinimumPlotwidthm43_BuildingDepthm17.6_BuildingLengthm9.6_Orientation60_GlzRatio0.5_4.png
Row Buildings,Two,Double load,9.6,30,0.5,0.600018,37.520002,4799,529954,112005,417949,641959,5,73868.2,BuildingType1_MinimumPlotwidthm42_BuildingDepthm17.6_BuildingLengthm9.6_Orientation60_GlzRatio0.5_4.png
Row Buildings,Three,Double load,9.6,30,0.5,0.682998,31.9254,3927,486544,104471,382073,591015,4,71924.3,BuildingType1_MinimumPlotwidthm36_BuildingDepthm17.6_BuildingLengthm9.6_Orientation60_GlzRatio0.5_4.png
Row Buildings,Four,Double load,9.6,30,0.5,0.869668,27.930605,3278,424823,97964,326859,522787,2,66092.6,BuildingType1_MinimumPlotwidthm21_BuildingDepthm17.6_BuildingLengthm9.6_Orientation60_GlzRatio0.5_4.png
Row Buildings,One,Single load,9.6,45,0.5,0.80431,115.098392,6034,1.20E+06,184737,1015263,1384737,8,99138.9,BuildingType1_MinimumPlotwidthm43_BuildingDepthm9.6_BuildingLengthm9.6_Orientation90_GlzRatio0.5_4.png
Row Buildings,Two,Single load,9.6,45,0.5,0.843952,74.102244,5711,939620,166642,772978,1106262,6,83587.7,BuildingType1_MinimumPlotwidthm42_BuildingDepthm9.6_BuildingLengthm9.6_Orientation90_GlzRatio0.5_4.png
Row Buildings,Three,Single load,9.6,45,0.5,0.956722,55.003327,6516,835723,161658,674065,997381,4,71924.3,BuildingType1_MinimumPlotwidthm36_BuildingDepthm9.6_BuildingLengthm9.6_Orientation90_GlzRatio0.5_4.png
Row Buildings,Four,Single load,9.6,45,0.5,1.119116,54.672511,7093,816956,164517,652439,981473,3,68036.5,BuildingType1_MinimumPlotwidthm21_BuildingDepthm9.6_BuildingLengthm9.6_Orientation90_GlzRatio0.5_4.png
Row Buildings,One,Double load,9.6,45,0.5,0.541448,60.754787,4237,676919,110860,566059,787779,6,91363.3,BuildingType1_MinimumPlotwidthm43_BuildingDepthm17.6_BuildingLengthm9.6_Orientation90_GlzRatio0.5_4.png
Row Buildings,Two,Double load,9.6,45,0.5,0.595132,42.14702,3909,542630,107803,434827,650433,5,79699.9,BuildingType1_MinimumPlotwidthm42_BuildingDepthm17.6_BuildingLengthm9.6_Orientation90_GlzRatio0.5_4.png
Row Buildings,Three,Double load,9.6,45,0.5,0.685118,30.335002,4181,487738,101864,385874,589602,4,71924.3,BuildingType1_MinimumPlotwidthm36_BuildingDepthm17.6_BuildingLengthm9.6_Orientation90_GlzRatio0.5_4.png
Row Buildings,Four,Double load,9.6,45,0.5,0.90183,31.313642,3634,490106,109472,380634,599578,2,66092.6,BuildingType1_MinimumPlotwidthm21_BuildingDepthm17.6_BuildingLengthm9.6_Orientation90_GlzRatio0.5_4.png
Row Buildings,One,Single load,9.6,60,0.5,0.829076,128.417986,6563,1.26E+06,185580,1074420,1445580,10,103026.7,BuildingType1_MinimumPlotwidthm43_BuildingDepthm9.6_BuildingLengthm9.6_Orientation120_GlzRatio0.5_4.png
Row Buildings,Two,Single load,9.6,60,0.5,0.850038,89.164974,5835,1.01E+06,164091,845909,1174091,8,89419.4,BuildingType1_MinimumPlotwidthm42_BuildingDepthm9.6_BuildingLengthm9.6_Orientation120_GlzRatio0.5_4.png
Row Buildings,Three,Single load,9.6,60,0.5,0.979496,57.279831,6860,919956,166407,753549,1086363,5,73868.2,BuildingType1_MinimumPlotwidthm36_BuildingDepthm9.6_BuildingLengthm9.6_Orientation120_GlzRatio0.5_4.png
Row Buildings,Four,Single load,9.6,60,0.5,1.111096,60.818927,7331,893706,169666,724040,1063372,4,69980.4,BuildingType1_MinimumPlotwidthm21_BuildingDepthm9.6_BuildingLengthm9.6_Orientation120_GlzRatio0.5_4.png
Row Buildings,One,Double load,9.6,60,0.5,0.554486,64.4263,4523,700907,109833,591074,810740,7,93307.2,BuildingType1_MinimumPlotwidthm43_BuildingDepthm17.6_BuildingLengthm9.6_Orientation120_GlzRatio0.5_4.png
Row Buildings,Two,Double load,9.6,60,0.5,0.599304,49.999077,4072,579309,107099,472210,686408,6,83587.7,BuildingType1_MinimumPlotwidthm42_BuildingDepthm17.6_BuildingLengthm9.6_Orientation120_GlzRatio0.5_4.png
Row Buildings,Three,Double load,9.6,60,0.5,0.688928,30.320781,4038,493133,101842,391291,594975,5,69980.4,BuildingType1_MinimumPlotwidthm36_BuildingDepthm17.6_BuildingLengthm9.6_Orientation120_GlzRatio0.5_4.png
Row Buildings,Four,Double load,9.6,60,0.5,0.897406,34.506293,3821,539140,115951,423189,655091,2,66092.6,BuildingType1_MinimumPlotwidthm21_BuildingDepthm17.6_BuildingLengthm9.6_Orientation120_GlzRatio0.5_4.png
Row Buildings,One,Single load,9.6,75,0.5,0.904932,119.574105,9378,1.32E+06,199963,1120037,1519963,14,99138.9,BuildingType1_MinimumPlotwidthm43_BuildingDepthm9.6_BuildingLengthm9.6_Orientation150_GlzRatio0.5_4.png
Row Buildings,Two,Single load,9.6,75,0.5,0.837124,99.116905,8296,1.06E+06,171625,888375,1231625,10,93307.2,BuildingType1_MinimumPlotwidthm42_BuildingDepthm9.6_BuildingLengthm9.6_Orientation150_GlzRatio0.5_4.png
Row Buildings,Three,Single load,9.6,75,0.5,0.895688,55.683964,7956,858387,157631,700756,1016018,8,73868.2,BuildingType1_MinimumPlotwidthm36_BuildingDepthm9.6_BuildingLengthm9.6_Orientation150_GlzRatio0.5_4.png
Row Buildings,Four,Single load,9.6,75,0.5,1.096332,64.69413,8078,927668,176438,751230,1104106,4,71924.3,BuildingType1_MinimumPlotwidthm21_BuildingDepthm9.6_BuildingLengthm9.6_Orientation150_GlzRatio0.5_4.png
Row Buildings,One,Double load,9.6,75,0.5,0.535494,59.248141,4589,647978,105605,542373,753583,12,91363.3,BuildingType1_MinimumPlotwidthm43_BuildingDepthm17.6_BuildingLengthm9.6_Orientation150_GlzRatio0.5_4.png
Row Buildings,Two,Double load,9.6,75,0.5,0.585442,55.427403,4798,586857,105538,481319,692395,6,85531.6,BuildingType1_MinimumPlotwidthm42_BuildingDepthm17.6_BuildingLengthm9.6_Orientation150_GlzRatio0.5_4.png
Row Buildings,Three,Double load,9.6,75,0.5,0.683156,30.721586,4122,488307,99721,388586,588028,5,69980.4,BuildingType1_MinimumPlotwidthm36_BuildingDepthm17.6_BuildingLengthm9.6_Orientation150_GlzRatio0.5_4.png
Row Buildings,Four,Double load,9.6,75,0.5,0.886306,36.570307,4324,549297,116081,433216,665378,2,68036.5,BuildingType1_MinimumPlotwidthm21_BuildingDepthm17.6_BuildingLengthm9.6_Orientation150_GlzRatio0.5_4.png
Row Buildings,One,Single load,9.6,90,0.5,0.760186,95.366432,8426,1.04E+06,169034,870966,1209034,16,95251.1,BuildingType1_MinimumPlotwidthm43_BuildingDepthm9.6_BuildingLengthm9.6_Orientation180_GlzRatio0.5_4.png
Row Buildings,Two,Single load,9.6,90,0.5,0.839584,102.525229,9331,1.09E+06,180970,909030,1270970,11,91363.3,BuildingType1_MinimumPlotwidthm42_BuildingDepthm9.6_BuildingLengthm9.6_Orientation180_GlzRatio0.5_4.png
Row Buildings,Three,Single load,9.6,90,0.5,0.893828,52.773744,8330,851844,160562,691282,1012406,8,71924.3,BuildingType1_MinimumPlotwidthm36_BuildingDepthm9.6_BuildingLengthm9.6_Orientation180_GlzRatio0.5_4.png
Row Buildings,Four,Single load,9.6,90,0.5,1.111636,65.880953,8615,972831,185082,787749,1157913,5,71924.3,BuildingType1_MinimumPlotwidthm21_BuildingDepthm9.6_BuildingLengthm9.6_Orientation180_GlzRatio0.5_4.png
Row Buildings,One,Double load,9.6,90,0.5,0.50646,53.366341,4999,571569,99622,471947,671191,15,89419.4,BuildingType1_MinimumPlotwidthm43_BuildingDepthm17.6_BuildingLengthm9.6_Orientation180_GlzRatio0.5_4.png
Row Buildings,Two,Double load,9.6,90,0.5,0.583188,57.286489,5392,595401,106480,488921,701881,5,85531.6,BuildingType1_MinimumPlotwidthm42_BuildingDepthm17.6_BuildingLengthm9.6_Orientation180_GlzRatio0.5_4.png
Row Buildings,Three,Double load,9.6,90,0.5,0.666448,30.146557,4344,483471,98352,385119,581823,4,69980.4,BuildingType1_MinimumPlotwidthm36_BuildingDepthm17.6_BuildingLengthm9.6_Orientation180_GlzRatio0.5_4.png
Row Buildings,Four,Double load,9.6,90,0.5,0.88,37.29837,4147,559633,118654,440979,678287,2,68036.5,BuildingType1_MinimumPlotwidthm21_BuildingDepthm17.6_BuildingLengthm9.6_Orientation180_GlzRatio0.5_4.png
Row Buildings,One,Single load,9.6,105,0.5,0.904406,119.403492,10615,1.25E+06,214263,1035737,1464263,15,95251.1,BuildingType1_MinimumPlotwidthm43_BuildingDepthm9.6_BuildingLengthm9.6_Orientation210_GlzRatio0.5_4.png
Row Buildings,Two,Single load,9.6,105,0.5,0.837124,99.15791,7528,1.02E+06,178919,841081,1198919,9,91363.3,BuildingType1_MinimumPlotwidthm42_BuildingDepthm9.6_BuildingLengthm9.6_Orientation210_GlzRatio0.5_4.png
Row Buildings,Three,Single load,9.6,105,0.5,0.895424,55.670406,7091,833016,165473,667543,998489,7,71924.3,BuildingType1_MinimumPlotwidthm36_BuildingDepthm9.6_BuildingLengthm9.6_Orientation210_GlzRatio0.5_4.png
Row Buildings,Four,Single load,9.6,105,0.5,1.096574,64.710261,7064,908551,181690,726861,1090241,4,69980.4,BuildingType1_MinimumPlotwidthm21_BuildingDepthm9.6_BuildingLengthm9.6_Orientation210_GlzRatio0.5_4.png
Row Buildings,One,Double load,9.6,105,0.5,0.534906,59.212902,5486,614880,111713,503167,726593,14,89419.4,BuildingType1_MinimumPlotwidthm43_BuildingDepthm17.6_BuildingLengthm9.6_Orientation210_GlzRatio0.5_4.png
Row Buildings,Two,Double load,9.6,105,0.5,0.585442,55.449769,4368,571569,108429,463140,679998,6,85531.6,BuildingType1_MinimumPlotwidthm42_BuildingDepthm17.6_BuildingLengthm9.6_Orientation210_GlzRatio0.5_4.png
Row Buildings,Three,Double load,9.6,105,0.5,0.68309,30.721035,3733,481517,103160,378357,584677,5,69980.4,BuildingType1_MinimumPlotwidthm36_BuildingDepthm17.6_BuildingLengthm9.6_Orientation210_GlzRatio0.5_4.png
Row Buildings,Four,Double load,9.6,105,0.5,0.886486,36.579277,3621,544259,117637,426622,661896,2,66092.6,BuildingType1_MinimumPlotwidthm21_BuildingDepthm17.6_BuildingLengthm9.6_Orientation210_GlzRatio0.5_4.png
Row Buildings,One,Single load,9.6,120,0.5,0.82951,128.445323,9654,1.14E+06,207474,932526,1347474,13,95251.1,BuildingType1_MinimumPlotwidthm43_BuildingDepthm9.6_BuildingLengthm9.6_Orientation240_GlzRatio0.5_4.png
Row Buildings,Two,Single load,9.6,120,0.5,0.850762,89.244192,7105,940780,174756,766024,1115536,8,89419.4,BuildingType1_MinimumPlotwidthm42_BuildingDepthm9.6_BuildingLengthm9.6_Orientation240_GlzRatio0.5_4.png
Row Buildings,Three,Single load,9.6,120,0.5,0.978938,57.273994,6964,867615,179948,687667,1047563,6,71924.3,BuildingType1_MinimumPlotwidthm36_BuildingDepthm9.6_BuildingLengthm9.6_Orientation240_GlzRatio0.5_4.png
Row Buildings,Four,Single load,9.6,120,0.5,1.111832,60.849372,5819,858406,176503,681903,1034909,4,69980.4,BuildingType1_MinimumPlotwidthm21_BuildingDepthm9.6_BuildingLengthm9.6_Orientation240_GlzRatio0.5_4.png
Row Buildings,One,Double load,9.6,120,0.5,0.554668,64.415208,5866,636253,121363,514890,757616,12,87475.5,BuildingType1_MinimumPlotwidthm43_BuildingDepthm17.6_BuildingLengthm9.6_Orientation240_GlzRatio0.5_4.png
Row Buildings,Two,Double load,9.6,120,0.5,0.599768,50.042287,4265,542381,111714,430667,654095,6,81643.8,BuildingType1_MinimumPlotwidthm42_BuildingDepthm17.6_BuildingLengthm9.6_Orientation240_GlzRatio0.5_4.png
Row Buildings,Three,Double load,9.6,120,0.5,0.688926,30.326371,3523,473548,107544,366004,581092,5,68036.5,BuildingType1_MinimumPlotwidthm36_BuildingDepthm17.6_BuildingLengthm9.6_Orientation240_GlzRatio0.5_4.png
Row Buildings,Four,Double load,9.6,120,0.5,0.897922,34.522147,3247,531650,119071,412579,650721,3,64148.7,BuildingType1_MinimumPlotwidthm21_BuildingDepthm17.6_BuildingLengthm9.6_Orientation240_GlzRatio0.5_4.png
Row Buildings,One,Single load,9.6,135,0.5,0.805322,115.226481,9146,1.06E+06,206940,853060,1266940,11,89419.4,BuildingType1_MinimumPlotwidthm43_BuildingDepthm9.6_BuildingLengthm9.6_Orientation270_GlzRatio0.5_4.png
Row Buildings,Two,Single load,9.6,135,0.5,0.84508,74.16867,6693,861737,174431,687306,1036168,7,81643.8,BuildingType1_MinimumPlotwidthm42_BuildingDepthm9.6_BuildingLengthm9.6_Orientation270_GlzRatio0.5_4.png
Row Buildings,Three,Single load,9.6,135,0.5,0.9577,55.035649,5754,780051,171047,609004,951098,5,71924.3,BuildingType1_MinimumPlotwidthm36_BuildingDepthm9.6_BuildingLengthm9.6_Orientation270_GlzRatio0.5_4.png
Row Buildings,Four,Single load,9.6,135,0.5,1.12008,54.717509,5168,779401,168946,610455,948347,3,66092.6,BuildingType1_MinimumPlotwidthm21_BuildingDepthm9.6_BuildingLengthm9.6_Orientation270_GlzRatio0.5_4.png
Row Buildings,One,Double load,9.6,135,0.5,0.54198,60.806883,5538,588732,120520,468212,709252,10,87475.5,BuildingType1_MinimumPlotwidthm43_BuildingDepthm17.6_BuildingLengthm9.6_Orientation270_GlzRatio0.5_4.png
Row Buildings,Two,Double load,9.6,135,0.5,0.595792,42.185784,3969,500168,111795,388373,611963,6,75812.1,BuildingType1_MinimumPlotwidthm42_BuildingDepthm17.6_BuildingLengthm9.6_Orientation270_GlzRatio0.5_4.png
Row Buildings,Three,Double load,9.6,135,0.5,0.684894,30.328689,3499,459619,106301,353318,565920,5,69980.4,BuildingType1_MinimumPlotwidthm36_BuildingDepthm17.6_BuildingLengthm9.6_Orientation270_GlzRatio0.5_4.png
Row Buildings,Four,Double load,9.6,135,0.5,0.902528,31.337199,2913,479639,110840,368799,590479,2,64148.7,BuildingType1_MinimumPlotwidthm21_BuildingDepthm17.6_BuildingLengthm9.6_Orientation270_GlzRatio0.5_4.png
Row Buildings,One,Single load,9.6,150,0.5,0.77171,97.337693,8522,975941,196627,779314,1172568,9,87475.5,BuildingType1_MinimumPlotwidthm43_BuildingDepthm9.6_BuildingLengthm9.6_Orientation300_GlzRatio0.5_4.png
Row Buildings,Two,Single load,9.6,150,0.5,0.886226,74.219806,7374,903106,190982,712124,1094088,6,79699.9,BuildingType1_MinimumPlotwidthm42_BuildingDepthm9.6_BuildingLengthm9.6_Orientation300_GlzRatio0.5_4.png
Row Buildings,Three,Single load,9.6,150,0.5,0.908608,54.688795,5540,740822,163035,577787,903857,5,73868.2,BuildingType1_MinimumPlotwidthm36_BuildingDepthm9.6_BuildingLengthm9.6_Orientation300_GlzRatio0.5_4.png
Row Buildings,Four,Single load,9.6,150,0.5,1.116346,45.518296,4548,672493,152888,519605,825381,3,62204.8,BuildingType1_MinimumPlotwidthm21_BuildingDepthm9.6_BuildingLengthm9.6_Orientation300_GlzRatio0.5_4.png
Row Buildings,One,Double load,9.6,150,0.5,0.50316,55.025999,4930,514009,109003,405006,623012,8,89419.4,BuildingType1_MinimumPlotwidthm43_BuildingDepthm17.6_BuildingLengthm9.6_Orientation300_GlzRatio0.5_4.png
Row Buildings,Two,Double load,9.6,150,0.5,0.599658,37.540095,3618,473954,112723,361231,586677,5,69980.4,BuildingType1_MinimumPlotwidthm42_BuildingDepthm17.6_BuildingLengthm9.6_Orientation300_GlzRatio0.5_4.png
Row Buildings,Three,Double load,9.6,150,0.5,0.682762,31.914638,3391,464047,107229,356818,571276,5,69980.4,BuildingType1_MinimumPlotwidthm36_BuildingDepthm17.6_BuildingLengthm9.6_Orientation300_GlzRatio0.5_4.png
Row Buildings,Four,Double load,9.6,150,0.5,0.87014,27.948694,2728,418178,97951,320227,516129,2,64148.7,BuildingType1_MinimumPlotwidthm21_BuildingDepthm17.6_BuildingLengthm9.6_Orientation300_GlzRatio0.5_4.png
Row Buildings,One,Single load,9.6,165,0.5,0.759466,108.143895,8619,1.01E+06,201044,808956,1211044,7,89419.4,BuildingType1_MinimumPlotwidthm43_BuildingDepthm9.6_BuildingLengthm9.6_Orientation330_GlzRatio0.5_4.png
Row Buildings,Two,Single load,9.6,165,0.5,0.92417,68.214151,8294,922131,205412,716719,1127543,6,69980.4,BuildingType1_MinimumPlotwidthm42_BuildingDepthm9.6_BuildingLengthm9.6_Orientation330_GlzRatio0.5_4.png
Row Buildings,Three,Single load,9.6,165,0.5,0.91461,60.492879,6680,796911,173100,623811,970011,4,71924.3,BuildingType1_MinimumPlotwidthm36_BuildingDepthm9.6_BuildingLengthm9.6_Orientation330_GlzRatio0.5_4.png
Row Buildings,Four,Single load,9.6,165,0.5,1.034576,36.851761,3733,591410,138515,452895,729925,3,60260.9,BuildingType1_MinimumPlotwidthm21_BuildingDepthm9.6_BuildingLengthm9.6_Orientation330_GlzRatio0.5_4.png
Row Buildings,One,Double load,9.6,165,0.5,0.504208,60.351215,5182,554742,116470,438272,671212,7,87475.5,BuildingType1_MinimumPlotwidthm43_BuildingDepthm17.6_BuildingLengthm9.6_Orientation330_GlzRatio0.5_4.png
Row Buildings,Two,Double load,9.6,165,0.5,0.604674,35.321701,3576,468567,111874,356693,580441,5,68036.5,BuildingType1_MinimumPlotwidthm42_BuildingDepthm17.6_BuildingLengthm9.6_Orientation330_GlzRatio0.5_4.png
Row Buildings,Three,Double load,9.6,165,0.5,0.704866,34.359752,3671,486346,112266,374080,598612,4,69980.4,BuildingType1_MinimumPlotwidthm36_BuildingDepthm17.6_BuildingLengthm9.6_Orientation330_GlzRatio0.5_4.png
Row Buildings,Four,Double load,9.6,165,0.5,0.862748,25.088632,2737,387017,90549,296468,477566,2,62204.8,BuildingType1_MinimumPlotwidthm21_BuildingDepthm17.6_BuildingLengthm9.6_Orientation330_GlzRatio0.5_4.png
Row Buildings,One,Single load,9.6,180,0.5,0.764,111.895547,8676,1.05E+06,200132,849868,1250132,7,89419.4,BuildingType1_MinimumPlotwidthm43_BuildingDepthm9.6_BuildingLengthm9.6_Orientation360_GlzRatio0.5_4.png
Row Buildings,Two,Single load,9.6,180,0.5,0.812886,57.506824,7222,814526,179343,635183,993869,5,68036.5,BuildingType1_MinimumPlotwidthm42_BuildingDepthm9.6_BuildingLengthm9.6_Orientation360_GlzRatio0.5_4.png
Row Buildings,Three,Single load,9.6,180,0.5,0.91964,62.544289,7446,834883,177840,657043,1012723,5,71924.3,BuildingType1_MinimumPlotwidthm36_BuildingDepthm9.6_BuildingLengthm9.6_Orientation360_GlzRatio0.5_4.png
Row Buildings,Four,Single load,9.6,180,0.5,1.022034,34.753651,3858,589304,140352,448952,729656,3,58317,BuildingType1_MinimumPlotwidthm21_BuildingDepthm9.6_BuildingLengthm9.6_Orientation360_GlzRatio0.5_4.png
Row Buildings,One,Double load,9.6,180,0.5,0.506198,62.397571,5229,579585,115609,463976,695194,6,87475.5,BuildingType1_MinimumPlotwidthm43_BuildingDepthm17.6_BuildingLengthm9.6_Orientation360_GlzRatio0.5_4.png
Row Buildings,Two,Double load,9.6,180,0.5,0.595016,32.716353,3921,461491,106199,355292,567690,5,68036.5,BuildingType1_MinimumPlotwidthm42_BuildingDepthm17.6_BuildingLengthm9.6_Orientation360_GlzRatio0.5_4.png
Row Buildings,Three,Double load,9.6,180,0.5,0.69006,35.478703,3930,470321,108963,361358,579284,4,69980.4,BuildingType1_MinimumPlotwidthm36_BuildingDepthm17.6_BuildingLengthm9.6_Orientation360_GlzRatio0.5_4.png
Row Buildings,Four,Double load,9.6,180,0.5,0.812386,23.088003,2531,331145,78403,252742,409548,1,64148.7,BuildingType1_MinimumPlotwidthm21_BuildingDepthm17.6_BuildingLengthm9.6_Orientation360_GlzRatio0.5_4.png
Freestanding,One,Double load,17.6,0,0.3,0.706364,239.578125,5060,639982,109025,530957,749007,9,114690.1,BuildingType0_MinimumPlotwidthm43_BuildingDepthm17.6_BuildingLengthm17.6_Orientation0_GlzRatio0.3_4.png
Freestanding,Two,Double load,17.6,0,0.3,0.732454,121.289063,5022,578677,103303,475374,681980,7,97195,BuildingType0_MinimumPlotwidthm42_BuildingDepthm17.6_BuildingLengthm17.6_Orientation0_GlzRatio0.3_4.png
Freestanding,Three,Double load,17.6,0,0.3,0.775578,62.144531,4555,473044,92490,380554,565534,6,79699.9,BuildingType0_MinimumPlotwidthm36_BuildingDepthm17.6_BuildingLengthm17.6_Orientation0_GlzRatio0.3_4.png
Freestanding,Four,Double load,17.6,0,0.3,0.88001,37.297982,2496,334037,71038,262999,405075,2,68036.5,BuildingType0_MinimumPlotwidthm21_BuildingDepthm17.6_BuildingLengthm17.6_Orientation0_GlzRatio0.3_4.png
Freestanding,One,25.6,17.6,0,0.3,0.606756,165.647461,4294,530676,89533,441143,620209,9,112746.2,BuildingType0_MinimumPlotwidthm43_BuildingDepthm25.6_BuildingLengthm17.6_Orientation0_GlzRatio0.3_4.png
Freestanding,Two,25.6,17.6,0,0.3,0.635928,84.32373,4245,469343,84115,385228,553458,6,91363.3,BuildingType0_MinimumPlotwidthm42_BuildingDepthm25.6_BuildingLengthm17.6_Orientation0_GlzRatio0.3_4.png
Freestanding,Three,25.6,17.6,0,0.3,0.694272,43.661865,3393,368631,74382,294249,443013,5,73868.2,BuildingType0_MinimumPlotwidthm36_BuildingDepthm25.6_BuildingLengthm17.6_Orientation0_GlzRatio0.3_4.png
