in:Building Type,in:Plot type,in:Building Depth,in:Building Length/m,in:Orientation,in:GlzRatio,out:surface to area ratio,out:Building height,out:Area of Quality View/m2,out:Helpful solar radiation/kWh,out:Hamrful solar radiation/kWh,out:Net solar radiation/kWh,out:Privacy Factor,out:Worst 10% Hamrful solar intensitykWh/m2,out:Public Area Sunlight hours,img
Freestanding,Four,25.6,25.6,0,0.5,0.872344,26.579863,2847,404339,92236,312103,496575,1,66092.6,BuildingType0_MinimumPlotwidthm21_BuildingDepthm25.6_BuildingLengthm25.6_Orientation0_GlzRatio0.5_4.png
Freestanding,One,Double load,17.6,15,0.5,0.706364,239.578125,8433,1.07E+06,182918,887082,1252918,9,114690.1,BuildingType0_MinimumPlotwidthm43_BuildingDepthm17.6_BuildingLengthm17.6_Orientation30_GlzRatio0.5_4.png
Freestanding,Two,Double load,17.6,15,0.5,0.732454,121.289063,8324,962484,172379,790105,1134863,7,99138.9,BuildingType0_MinimumPlotwidthm42_BuildingDepthm17.6_BuildingLengthm17.6_Orientation30_GlzRatio0.5_4.png
Freestanding,Three,Double load,17.6,15,0.5,0.775578,62.144531,6731,779739,153416,626323,933155,6,79699.9,BuildingType0_MinimumPlotwidthm36_BuildingDepthm17.6_BuildingLengthm17.6_Orientation30_GlzRatio0.5_4.png
Freestanding,Four,Double load,17.6,15,0.5,0.884974,37.046666,3500,549789,118389,431400,668178,2,69980.4,BuildingType0_MinimumPlotwidthm21_BuildingDepthm17.6_BuildingLengthm17.6_Orientation30_GlzRatio0.5_4.png
Freestanding,One,25.6,17.6,15,0.5,0.606756,165.647461,7156,880177,151888,728289,1032065,9,110802.3,BuildingType0_MinimumPlotwidthm43_BuildingDepthm25.6_BuildingLengthm17.6_Orientation30_GlzRatio0.5_4.png
Freestanding,Two,25.6,17.6,15,0.5,0.635928,84.32373,7003,772521,140381,632140,912902,6,93307.2,BuildingType0_MinimumPlotwidthm42_BuildingDepthm25.6_BuildingLengthm17.6_Orientation30_GlzRatio0.5_4.png
Freestanding,Three,25.6,17.6,15,0.5,0.694272,43.661865,4949,598945,124643,474302,723588,5,73868.2,BuildingType0_MinimumPlotwidthm36_BuildingDepthm25.6_BuildingLengthm17.6_Orientation30_GlzRatio0.5_4.png
Freestanding,Four,25.6,17.6,15,0.5,0.894402,36.745304,3556,549467,118782,430685,668249,2,69980.4,BuildingType0_MinimumPlotwidthm21_BuildingDepthm25.6_BuildingLengthm17.6_Orientation30_GlzRatio0.5_4.png
Freestanding,One,Double load,25.6,15,0.5,0.606756,165.647461,7154,896107,155169,740938,1051276,8,110802.3,BuildingType0_MinimumPlotwidthm43_BuildingDepthm17.6_BuildingLengthm25.6_Orientation30_GlzRatio0.5_4.png
Freestanding,Two,Double load,25.6,15,0.5,0.635928,84.32373,7001,763304,142379,620925,905683,6,93307.2,BuildingType0_MinimumPlotwidthm42_BuildingDepthm17.6_BuildingLengthm25.6_Orientation30_GlzRatio0.5_4.png
Freestanding,Three,Double load,25.6,15,0.5,0.694272,43.661865,4793,584579,125408,459171,709987,5,73868.2,BuildingType0_MinimumPlotwidthm36_BuildingDepthm17.6_BuildingLengthm25.6_Orientation30_GlzRatio0.5_4.png
Freestanding,Four,Double load,25.6,15,0.5,0.845688,27.935607,2724,424807,97438,327369,522245,1,68036.5,BuildingType0_MinimumPlotwidthm21_BuildingDepthm17.6_BuildingLengthm25.6_Orientation30_GlzRatio0.5_4.png
Freestanding,One,25.6,25.6,15,0.5,0.51191,114.820129,5868,705584,124109,581475,829693,7,106914.5,BuildingType0_MinimumPlotwidthm43_BuildingDepthm25.6_BuildingLengthm25.6_Orientation30_GlzRatio0.5_4.png
Freestanding,Two,25.6,25.6,15,0.5,0.551606,58.910065,5601,579659,110793,468866,690452,6,87475.5,BuildingType0_MinimumPlotwidthm42_BuildingDepthm25.6_BuildingLengthm25.6_Orientation30_GlzRatio0.5_4.png
Freestanding,Three,25.6,25.6,15,0.5,0.648524,30.955032,3486,431005,96745,334260,527750,5,71924.3,BuildingType0_MinimumPlotwidthm36_BuildingDepthm25.6_BuildingLengthm25.6_Orientation30_GlzRatio0.5_4.png
Freestanding,Four,25.6,25.6,15,0.5,0.85915,27.931491,2572,442850,103225,339625,546075,2,62204.8,BuildingType0_MinimumPlotwidthm21_BuildingDepthm25.6_BuildingLengthm25.6_Orientation30_GlzRatio0.5_4.png
Freestanding,One,Double load,17.6,30,0.5,0.706364,239.578125,8433,1.08E+06,182555,897445,1262555,9,114690.1,BuildingType0_MinimumPlotwidthm43_BuildingDepthm17.6_BuildingLengthm17.6_Orientation60_GlzRatio0.5_4.png
Freestanding,Two,Double load,17.6,30,0.5,0.732454,121.289063,8318,957344,169826,787518,1127170,7,99138.9,BuildingType0_MinimumPlotwidthm42_BuildingDepthm17.6_BuildingLengthm17.6_Orientation60_GlzRatio0.5_4.png
Freestanding,Three,Double load,17.6,30,0.5,0.775578,62.144531,6115,770435,151290,619145,921725,6,79699.9,BuildingType0_MinimumPlotwidthm36_BuildingDepthm17.6_BuildingLengthm17.6_Orientation60_GlzRatio0.5_4.png
Freestanding,Four,Double load,17.6,30,0.5,0.886094,38.877884,3760,568812,122026,446786,690838,3,69980.4,BuildingType0_MinimumPlotwidthm21_BuildingDepthm17.6_BuildingLengthm17.6_Orientation60_GlzRatio0.5_4.png
Freestanding,One,25.6,17.6,30,0.5,0.606756,165.647461,7156,882224,153511,728713,1035735,9,110802.3,BuildingType0_MinimumPlotwidthm43_BuildingDepthm25.6_BuildingLengthm17.6_Orientation60_GlzRatio0.5_4.png
Freestanding,Two,25.6,17.6,30,0.5,0.635928,84.32373,6946,763115,140298,622817,903413,7,93307.2,BuildingType0_MinimumPlotwidthm42_BuildingDepthm25.6_BuildingLengthm17.6_Orientation60_GlzRatio0.5_4.png
Freestanding,Three,25.6,17.6,30,0.5,0.694272,43.661865,4311,588220,124732,463488,712952,5,73868.2,BuildingType0_MinimumPlotwidthm36_BuildingDepthm25.6_BuildingLengthm17.6_Orientation60_GlzRatio0.5_4.png
Freestanding,Four,25.6,17.6,30,0.5,0.941056,38.282939,3678,561656,121477,440179,683133,2,69980.4,BuildingType0_MinimumPlotwidthm21_BuildingDepthm25.6_BuildingLengthm17.6_Orientation60_GlzRatio0.5_4.png
Freestanding,One,Double load,25.6,30,0.5,0.606756,165.647461,7156,904029,153039,750990,1057068,8,110802.3,BuildingType0_MinimumPlotwidthm43_BuildingDepthm17.6_BuildingLengthm25.6_Orientation60_GlzRatio0.5_4.png
Freestanding,Two,Double load,25.6,30,0.5,0.635928,84.32373,7024,767560,138672,628888,906232,6,93307.2,BuildingType0_MinimumPlotwidthm42_BuildingDepthm17.6_BuildingLengthm25.6_Orientation60_GlzRatio0.5_4.png
Freestanding,Three,Double load,25.6,30,0.5,0.694272,43.661865,4290,589969,123707,466262,713676,5,73868.2,BuildingType0_MinimumPlotwidthm36_BuildingDepthm17.6_BuildingLengthm25.6_Orientation60_GlzRatio0.5_4.png
Freestanding,Four,Double load,25.6,30,0.5,0.862292,32.150149,3260,474217,105367,368850,579584,2,68036.5,BuildingType0_MinimumPlotwidthm21_BuildingDepthm17.6_BuildingLengthm25.6_Orientation60_GlzRatio0.5_4.png
Freestanding,One,25.6,25.6,30,0.5,0.51191,114.820129,5879,709332,123881,585451,833213,8,106914.5,BuildingType0_MinimumPlotwidthm43_BuildingDepthm25.6_BuildingLengthm25.6_Orientation60_GlzRatio0.5_4.png
Freestanding,Two,25.6,25.6,30,0.5,0.551606,58.910065,5390,581070,109896,471174,690966,6,89419.4,BuildingType0_MinimumPlotwidthm42_BuildingDepthm25.6_BuildingLengthm25.6_Orientation60_GlzRatio0.5_4.png
Freestanding,Three,25.6,25.6,30,0.5,0.650894,31.380874,3082,443782,97123,346659,540905,5,71924.3,BuildingType0_MinimumPlotwidthm36_BuildingDepthm25.6_BuildingLengthm25.6_Orientation60_GlzRatio0.5_4.png
Freestanding,Four,25.6,25.6,30,0.5,0.888816,31.97983,3328,454462,101321,353141,555783,1,68036.5,BuildingType0_MinimumPlotwidthm21_BuildingDepthm25.6_BuildingLengthm25.6_Orientation60_GlzRatio0.5_4.png
Freestanding,One,Double load,17.6,45,0.5,0.706364,239.578125,6400,1.08E+06,180327,899673,1260327,10,114690.1,BuildingType0_MinimumPlotwidthm43_BuildingDepthm17.6_BuildingLengthm17.6_Orientation90_GlzRatio0.5_4.png
Freestanding,Two,Double load,17.6,45,0.5,0.732454,121.289063,6781,952786,166963,785823,1119749,8,99138.9,BuildingType0_MinimumPlotwidthm42_BuildingDepthm17.6_BuildingLengthm17.6_Orientation90_GlzRatio0.5_4.png
Freestanding,Three,Double load,17.6,45,0.5,0.775578,62.144531,5545,767830,149272,618558,917102,6,81643.8,BuildingType0_MinimumPlotwidthm36_BuildingDepthm17.6_BuildingLengthm17.6_Orientation90_GlzRatio0.5_4.png
Freestanding,Four,Double load,17.6,45,0.5,0.878828,39.606614,3676,580421,123108,457313,703529,3,69980.4,BuildingType0_MinimumPlotwidthm21_BuildingDepthm17.6_BuildingLengthm17.6_Orientation90_GlzRatio0.5_4.png
Freestanding,One,25.6,17.6,45,0.5,0.606756,165.647461,5698,879096,153230,725866,1032326,9,110802.3,BuildingType0_MinimumPlotwidthm43_BuildingDepthm25.6_BuildingLengthm17.6_Orientation90_GlzRatio0.5_4.png
Freestanding,Two,25.6,17.6,45,0.5,0.635928,84.32373,5549,750544,139143,611401,889687,8,93307.2,BuildingType0_MinimumPlotwidthm42_BuildingDepthm25.6_BuildingLengthm17.6_Orientation90_GlzRatio0.5_4.png
Freestanding,Three,25.6,17.6,45,0.5,0.694272,43.661865,4002,580214,123835,456379,704049,5,73868.2,BuildingType0_MinimumPlotwidthm36_BuildingDepthm25.6_BuildingLengthm17.6_Orientation90_GlzRatio0.5_4.png
Freestanding,Four,25.6,17.6,45,0.5,0.916786,36.608194,3294,533510,116087,417423,649597,2,68036.5,BuildingType0_MinimumPlotwidthm21_BuildingDepthm25.6_BuildingLengthm17.6_Orientation90_GlzRatio0.5_4.png
Freestanding,One,Double load,25.6,45,0.5,0.606756,165.647461,5036,905713,149345,756368,1055058,9,112746.2,BuildingType0_MinimumPlotwidthm43_BuildingDepthm17.6_BuildingLengthm25.6_Orientation90_GlzRatio0.5_4.png
Freestanding,Two,Double load,25.6,45,0.5,0.635928,84.32373,5112,767958,134704,633254,902662,8,93307.2,BuildingType0_MinimumPlotwidthm42_BuildingDepthm17.6_BuildingLengthm25.6_Orientation90_GlzRatio0.5_4.png
Freestanding,Three,Double load,25.6,45,0.5,0.694272,43.661865,4319,596995,121283,475712,718278,5,75812.1,BuildingType0_MinimumPlotwidthm36_BuildingDepthm17.6_BuildingLengthm25.6_Orientation90_GlzRatio0.5_4.png
Freestanding,Four,Double load,25.6,45,0.5,0.916684,36.596638,3484,535716,114488,421228,650204,2,68036.5,BuildingType0_MinimumPlotwidthm21_BuildingDepthm17.6_BuildingLengthm25.6_Orientation90_GlzRatio0.5_4.png
Freestanding,One,25.6,25.6,45,0.5,0.51191,114.820129,4407,707611,122175,585436,829786,9,106914.5,BuildingType0_MinimumPlotwidthm43_BuildingDepthm25.6_BuildingLengthm25.6_Orientation90_GlzRatio0.5_4.png
Freestanding,Two,25.6,25.6,45,0.5,0.551606,58.910065,3947,577142,108201,468941,685343,8,89419.4,BuildingType0_MinimumPlotwidthm42_BuildingDepthm25.6_BuildingLengthm25.6_Orientation90_GlzRatio0.5_4.png
Freestanding,Three,25.6,25.6,45,0.5,0.622926,31.710946,3021,445792,96404,349388,542196,5,71924.3,BuildingType0_MinimumPlotwidthm36_BuildingDepthm25.6_BuildingLengthm25.6_Orientation90_GlzRatio0.5_4.png
Freestanding,Four,25.6,25.6,45,0.5,0.930732,34.193768,3222,505594,110053,395541,615647,1,68036.5,BuildingType0_MinimumPlotwidthm21_BuildingDepthm25.6_BuildingLengthm25.6_Orientation90_GlzRatio0.5_4.png
Freestanding,One,Double load,17.6,60,0.5,0.706364,239.578125,6325,1.07E+06,178781,891219,1248781,10,114690.1,BuildingType0_MinimumPlotwidthm43_BuildingDepthm17.6_BuildingLengthm17.6_Orientation120_GlzRatio0.5_4.png
Freestanding,Two,Double load,17.6,60,0.5,0.732454,121.289063,6302,953367,166723,786644,1120090,9,99138.9,BuildingType0_MinimumPlotwidthm42_BuildingDepthm17.6_BuildingLengthm17.6_Orientation120_GlzRatio0.5_4.png
Freestanding,Three,Double load,17.6,60,0.5,0.775578,62.144531,5464,772089,149291,622798,921380,6,81643.8,BuildingType0_MinimumPlotwidthm36_BuildingDepthm17.6_BuildingLengthm17.6_Orientation120_GlzRatio0.5_4.png
Freestanding,Four,Double load,17.6,60,0.5,0.886162,38.882278,3712,574074,120824,453250,694898,3,69980.4,BuildingType0_MinimumPlotwidthm21_BuildingDepthm17.6_BuildingLengthm17.6_Orientation120_GlzRatio0.5_4.png
Freestanding,One,25.6,17.6,60,0.5,0.606756,165.647461,5698,875576,153037,722539,1028613,10,110802.3,BuildingType0_MinimumPlotwidthm43_BuildingDepthm25.6_BuildingLengthm17.6_Orientation120_GlzRatio0.5_4.png
Freestanding,Two,25.6,17.6,60,0.5,0.635928,84.32373,5572,743689,139498,604191,883187,8,93307.2,BuildingType0_MinimumPlotwidthm42_BuildingDepthm25.6_BuildingLengthm17.6_Orientation120_GlzRatio0.5_4.png
Freestanding,Three,25.6,17.6,60,0.5,0.694272,43.661865,4184,577603,123974,453629,701577,5,73868.2,BuildingType0_MinimumPlotwidthm36_BuildingDepthm25.6_BuildingLengthm17.6_Orientation120_GlzRatio0.5_4.png
Freestanding,Four,25.6,17.6,60,0.5,0.862626,32.163309,2966,475548,105651,369897,581199,2,68036.5,BuildingType0_MinimumPlotwidthm21_BuildingDepthm25.6_BuildingLengthm17.6_Orientation120_GlzRatio0.5_4.png
Freestanding,One,Double load,25.6,60,0.5,0.606756,165.647461,5036,901403,146813,754590,1048216,10,112746.2,BuildingType0_MinimumPlotwidthm43_BuildingDepthm17.6_BuildingLengthm25.6_Orientation120_GlzRatio0.5_4.png
Freestanding,Two,Double load,25.6,60,0.5,0.635928,84.32373,5016,771225,133592,637633,904817,8,93307.2,BuildingType0_MinimumPlotwidthm42_BuildingDepthm17.6_BuildingLengthm25.6_Orientation120_GlzRatio0.5_4.png
Freestanding,Three,Double load,25.6,60,0.5,0.694272,43.661865,4270,605152,120266,484886,725418,6,75812.1,BuildingType0_MinimumPlotwidthm36_BuildingDepthm17.6_BuildingLengthm25.6_Orientation120_GlzRatio0.5_4.png
Freestanding,Four,Double load,25.6,60,0.5,0.940878,38.283474,3556,572610,118831,453779,691441,2,69980.4,BuildingType0_MinimumPlotwidthm21_BuildingDepthm17.6_BuildingLengthm25.6_Orientation120_GlzRatio0.5_4.png
Freestanding,One,25.6,25.6,60,0.5,0.51191,114.820129,4408,705537,121187,584350,826724,9,106914.5,BuildingType0_MinimumPlotwidthm43_BuildingDepthm25.6_BuildingLengthm25.6_Orientation120_GlzRatio0.5_4.png
Freestanding,Two,25.6,25.6,60,0.5,0.551606,58.910065,4083,574203,107946,466257,682149,7,87475.5,BuildingType0_MinimumPlotwidthm42_BuildingDepthm25.6_BuildingLengthm25.6_Orientation120_GlzRatio0.5_4.png
Freestanding,Three,25.6,25.6,60,0.5,0.650928,31.382688,2832,447448,96136,351312,543584,5,71924.3,BuildingType0_MinimumPlotwidthm36_BuildingDepthm25.6_BuildingLengthm25.6_Orientation120_GlzRatio0.5_4.png
Freestanding,Four,25.6,25.6,60,0.5,0.889124,31.991274,3036,456698,99789,356909,556487,1,68036.5,BuildingType0_MinimumPlotwidthm21_BuildingDepthm25.6_BuildingLengthm25.6_Orientation120_GlzRatio0.5_4.png
Freestanding,One,Double load,17.6,75,0.5,0.706364,239.578125,8004,1.07E+06,179588,890412,1249588,10,114690.1,BuildingType0_MinimumPlotwidthm43_BuildingDepthm17.6_BuildingLengthm17.6_Orientation150_GlzRatio0.5_4.png
Freestanding,Two,Double load,17.6,75,0.5,0.732454,121.289063,7952,957693,168912,788781,1126605,7,99138.9,BuildingType0_MinimumPlotwidthm42_BuildingDepthm17.6_BuildingLengthm17.6_Orientation150_GlzRatio0.5_4.png
Freestanding,Three,Double load,17.6,75,0.5,0.775578,62.144531,6535,778622,151730,626892,930352,6,79699.9,BuildingType0_MinimumPlotwidthm36_BuildingDepthm17.6_BuildingLengthm17.6_Orientation150_GlzRatio0.5_4.png
Freestanding,Four,Double load,17.6,75,0.5,0.885,37.04846,3897,559208,117845,441363,677053,2,69980.4,BuildingType0_MinimumPlotwidthm21_BuildingDepthm17.6_BuildingLengthm17.6_Orientation150_GlzRatio0.5_4.png
Freestanding,One,25.6,17.6,75,0.5,0.606756,165.647461,6727,874786,154032,720754,1028818,9,110802.3,BuildingType0_MinimumPlotwidthm43_BuildingDepthm25.6_BuildingLengthm17.6_Orientation150_GlzRatio0.5_4.png
Freestanding,Two,25.6,17.6,75,0.5,0.635928,84.32373,6649,749644,141705,607939,891349,7,91363.3,BuildingType0_MinimumPlotwidthm42_BuildingDepthm25.6_BuildingLengthm17.6_Orientation150_GlzRatio0.5_4.png
Freestanding,Three,25.6,17.6,75,0.5,0.694272,43.661865,4860,577111,125015,452096,702126,5,73868.2,BuildingType0_MinimumPlotwidthm36_BuildingDepthm25.6_BuildingLengthm17.6_Orientation150_GlzRatio0.5_4.png
Freestanding,Four,25.6,17.6,75,0.5,0.845822,27.948161,2489,427645,97726,329919,525371,2,66092.6,BuildingType0_MinimumPlotwidthm21_BuildingDepthm25.6_BuildingLengthm17.6_Orientation150_GlzRatio0.5_4.png
Freestanding,One,Double load,25.6,75,0.5,0.606756,165.647461,6484,891185,147161,744024,1038346,10,112746.2,BuildingType0_MinimumPlotwidthm43_BuildingDepthm17.6_BuildingLengthm25.6_Orientation150_GlzRatio0.5_4.png
Freestanding,Two,Double load,25.6,75,0.5,0.635928,84.32373,6399,777480,136664,640816,914144,7,93307.2,BuildingType0_MinimumPlotwidthm42_BuildingDepthm17.6_BuildingLengthm25.6_Orientation150_GlzRatio0.5_4.png
Freestanding,Three,Double load,25.6,75,0.5,0.694272,43.661865,4861,606439,121754,484685,728193,6,73868.2,BuildingType0_MinimumPlotwidthm36_BuildingDepthm17.6_BuildingLengthm25.6_Orientation150_GlzRatio0.5_4.png
Freestanding,Four,Double load,25.6,75,0.5,0.894478,36.753431,3864,555944,116867,439077,672811,2,69980.4,BuildingType0_MinimumPlotwidthm21_BuildingDepthm17.6_BuildingLengthm25.6_Orientation150_GlzRatio0.5_4.png
Freestanding,One,25.6,25.6,75,0.5,0.51191,114.820129,5207,700031,121625,578406,821656,8,106914.5,BuildingType0_MinimumPlotwidthm43_BuildingDepthm25.6_BuildingLengthm25.6_Orientation150_GlzRatio0.5_4.png
Freestanding,Two,25.6,25.6,75,0.5,0.551606,58.910065,4750,576874,109914,466960,686788,6,87475.5,BuildingType0_MinimumPlotwidthm42_BuildingDepthm25.6_BuildingLengthm25.6_Orientation150_GlzRatio0.5_4.png
Freestanding,Three,25.6,25.6,75,0.5,0.648524,30.955032,3278,430683,95386,335297,526069,5,69980.4,BuildingType0_MinimumPlotwidthm36_BuildingDepthm25.6_BuildingLengthm25.6_Orientation150_GlzRatio0.5_4.png
Freestanding,Four,25.6,25.6,75,0.5,0.859228,27.943879,2378,412463,92894,319569,505357,1,66092.6,BuildingType0_MinimumPlotwidthm21_BuildingDepthm25.6_BuildingLengthm25.6_Orientation150_GlzRatio0.5_4.png
Freestanding,One,Double load,17.6,90,0.5,0.706364,239.578125,8433,1.07E+06,181607,888393,1251607,9,114690.1,BuildingType0_MinimumPlotwidthm43_BuildingDepthm17.6_BuildingLengthm17.6_Orientation180_GlzRatio0.5_4.png
Freestanding,Two,Double load,17.6,90,0.5,0.732454,121.289063,8339,967277,172717,794560,1139994,7,97195,BuildingType0_MinimumPlotwidthm42_BuildingDepthm17.6_BuildingLengthm17.6_Orientation180_GlzRatio0.5_4.png
Freestanding,Three,Double load,17.6,90,0.5,0.775578,62.144531,7654,783971,153593,630378,937564,6,79699.9,BuildingType0_MinimumPlotwidthm36_BuildingDepthm17.6_BuildingLengthm17.6_Orientation180_GlzRatio0.5_4.png
Freestanding,Four,Double load,17.6,90,0.5,0.880236,37.297971,4150,555291,118201,437090,673492,2,68036.5,BuildingType0_MinimumPlotwidthm21_BuildingDepthm17.6_BuildingLengthm17.6_Orientation180_GlzRatio0.5_4.png
Freestanding,One,25.6,17.6,90,0.5,0.606756,165.647461,7156,883282,155187,728095,1038469,8,110802.3,BuildingType0_MinimumPlotwidthm43_BuildingDepthm25.6_BuildingLengthm17.6_Orientation180_GlzRatio0.5_4.png
Freestanding,Two,25.6,17.6,90,0.5,0.635928,84.32373,7033,756831,143573,613258,900404,6,91363.3,BuildingType0_MinimumPlotwidthm42_BuildingDepthm25.6_BuildingLengthm17.6_Orientation180_GlzRatio0.5_4.png
Freestanding,Three,25.6,17.6,90,0.5,0.694272,43.661865,5477,584915,126406,458509,711321,5,71924.3,BuildingType0_MinimumPlotwidthm36_BuildingDepthm25.6_BuildingLengthm17.6_Orientation180_GlzRatio0.5_4.png
Freestanding,Four,25.6,17.6,90,0.5,0.872654,26.579855,2847,404415,92240,312175,496655,1,66092.6,BuildingType0_MinimumPlotwidthm21_BuildingDepthm25.6_BuildingLengthm17.6_Orientation180_GlzRatio0.5_4.png
Freestanding,One,Double load,25.6,90,0.5,0.606756,165.647461,7156,883553,149414,734139,1032967,9,112746.2,BuildingType0_MinimumPlotwidthm43_BuildingDepthm17.6_BuildingLengthm25.6_Orientation180_GlzRatio0.5_4.png
Freestanding,Two,Double load,25.6,90,0.5,0.635928,84.32373,7046,780406,140080,640326,920486,6,91363.3,BuildingType0_MinimumPlotwidthm42_BuildingDepthm17.6_BuildingLengthm25.6_Orientation180_GlzRatio0.5_4.png
Freestanding,Three,Double load,25.6,90,0.5,0.694272,43.661865,5756,610087,123433,486654,733520,5,73868.2,BuildingType0_MinimumPlotwidthm36_BuildingDepthm17.6_BuildingLengthm25.6_Orientation180_GlzRatio0.5_4.png
Freestanding,Four,Double load,25.6,90,0.5,0.880236,37.297971,4150,555277,118198,437079,673475,2,68036.5,BuildingType0_MinimumPlotwidthm21_BuildingDepthm17.6_BuildingLengthm25.6_Orientation180_GlzRatio0.5_4.png
Freestanding,One,25.6,25.6,90,0.5,0.51191,114.820129,5879,700015,122983,577032,822998,7,106914.5,BuildingType0_MinimumPlotwidthm43_BuildingDepthm25.6_BuildingLengthm25.6_Orientation180_GlzRatio0.5_4.png
Freestanding,Two,25.6,25.6,90,0.5,0.551606,58.910065,5705,580994,112253,468741,693247,6,87475.5,BuildingType0_MinimumPlotwidthm42_BuildingDepthm25.6_BuildingLengthm25.6_Orientation180_GlzRatio0.5_4.png
Freestanding,Three,25.6,25.6,90,0.5,0.648524,30.955032,4042,437925,97962,339963,535887,5,69980.4,BuildingType0_MinimumPlotwidthm36_BuildingDepthm25.6_BuildingLengthm25.6_Orientation180_GlzRatio0.5_4.png
Freestanding,Four,25.6,25.6,90,0.5,0.872654,26.579855,2849,404408,92239,312169,496647,1,66092.6,BuildingType0_MinimumPlotwidthm21_BuildingDepthm25.6_BuildingLengthm25.6_Orientation180_GlzRatio0.5_4.png
